Time ,H ,U ,Output Speed ,Weight on bit
50,494.140899389909,0.963699608465548,108.350680151564,450.54172137654
50.01,480.788153185688,0.963975539043581,112.808265552654,436.525780511772
50.02,471.614011301015,0.964261182238388,116.348314575235,427.028653284154
50.03,467.677072317228,0.964554013386817,118.667928838451,424.278656902985
50.04,469.581405501984,0.964850813390004,119.495753828707,423.118726739641
50.05,477.300589451827,0.965147766730051,118.626436903205,443.128528348766
50.06,490.126287885383,0.965440638724377,115.942679993691,449.465615205181
50.07,506.776499291957,0.965725015737401,111.454069902928,464.917313290921
50.08,525.641698910932,0.965996621962562,105.308409712491,482.045150822967
50.09,545.094684714644,0.966251683076032,97.810279897785,502.87657910937
50.1,563.770213489323,0.966487331431147,89.4265722507912,521.300570464052
50.11,580.741842945836,0.966702025338298,80.7835181498335,537.749588928103
50.12,595.568589803759,0.966895926539785,72.6238508840513,552.899568193047
50.13,608.224825632912,0.967071078742703,65.6766636895322,566.484179478942
50.14,618.949410904247,0.967231121065987,60.4231710895488,576.035732151866
50.15,628.067124071338,0.967380404761476,56.9062912055128,585.593169635916
50.16,635.850761000886,0.967522905821685,54.7955626960718,592.922265067127
50.17,642.467554750051,0.967661592520345,53.6538386465953,596.578376853144
50.18,647.991902766032,0.967798425779603,53.1380435010364,605.885921590708
50.19,652.43858278196,0.967934667606893,53.0354460409317,608.561737959048
50.2,655.789259786003,0.968071183483673,53.2397468335088,613.081022067957
50.21,658.007434326023,0.968208647740753,53.7033114107476,617.212765183901
50.22,659.045298639638,0.968347660015041,54.4115306738,615.378815052154
50.23,658.84629600542,0.968488808680274,55.3717768339097,616.107284478541
50.24,657.345779000493,0.968632709185412,56.6001180839353,615.140127461334
50.25,654.471119132059,0.968780026788295,58.1212982648265,611.570565608184
50.26,650.142151951114,0.968931493337664,59.9663672543745,606.414409220531
50.27,644.272782046973,0.969087919572773,62.1702170904318,599.20592669893
50.28,636.774783885817,0.969250201987812,64.7705655739912,594.663668896149
50.29,627.565218888916,0.969419324114715,67.8004481783614,581.668784103118
50.3,616.579345591474,0.969596344234985,71.2905651560127,573.08736392336
