Time ,H ,U ,Output Speed ,Weight on bit
50,653.758997374777,0.455595325548706,33.9821585443423,610.937545064005
50.01,651.275122354471,0.455682749191934,34.2006252007513,607.75443946632
50.02,648.321575273157,0.455770699983983,34.4511675228241,605.449337444935
50.03,644.901109562136,0.455859246153277,34.7335207716219,601.213037827167
50.04,641.017766848725,0.455948457193083,35.0483372672844,595.224917402965
50.05,636.677086862788,0.456038403742391,35.3979733370841,593.464643819137
50.06,631.886355394211,0.45612915848595,35.7804991017099,587.669521100759
50.07,626.654897989978,0.456220794775754,36.1975048401626,581.696282350314
50.08,620.994418521106,0.456313387070548,36.6498224542904,577.361032306855
50.09,614.919388062665,0.456407010716184,37.1367107291213,571.752661371438
50.1,608.447485708424,0.456501741194627,37.6573926040228,562.658382135794
50.11,601.600090430231,0.456597653028922,38.2135065802476,557.521944684643
50.12,594.402817252611,0.456694819996847,38.8026620358949,551.24143490705
50.13,586.886094295985,0.456793313231945,39.4232722113311,543.335095717177
50.14,579.085761615418,0.456893200013195,40.073779461176,535.741233031689
50.15,571.043670235734,0.456994542460766,40.7510211852602,527.360361391428
50.16,562.808250465598,0.457097395424065,41.451708869519,519.814699919408
50.17,554.435004833395,0.45720180470649,42.1706032378843,511.126555846932
50.18,545.986873622799,0.457307804381928,42.9024632464918,503.286906374172
50.19,537.534406077409,0.457415414651272,43.6401045491032,495.235139965522
50.2,529.155666359672,0.457524639138394,44.3750269562476,485.210617552209
50.21,520.935797654011,0.457635461847216,45.0997865864449,479.970898596096
50.22,512.966169166369,0.457747845970682,45.8016885669648,469.678466608191
50.23,505.3430536688,0.457861730173833,46.471028610775,459.574215716708
50.24,498.165795102934,0.457977027659229,47.097586404388,455.458397614247
50.25,491.534474716176,0.458093625803796,47.6679744288515,451.364771168186
50.26,485.547130230872,0.458211385397761,48.1692066606451,442.132514145648
50.27,480.296635370316,0.458330140774141,48.5926555611678,438.093792889521
50.28,475.867403149093,0.458449703452217,48.9265860398838,432.071108987414
50.29,472.33212993019,0.458569863794814,49.1636932808385,428.584801060047
50.3,469.748817322204,0.458690396085285,49.2975434596587,427.09614722777
50.31,468.158319212551,0.458811063606667,49.3235301155123,424.363079045505
50.32,467.582629465432,0.458931624049373,49.2415857589103,424.82689778983
50.33,468.024067742141,0.459051836692091,49.0524425710637,424.33523738605
50.34,469.465438603062,0.459171468052526,48.7611517392297,425.272401584446
50.35,471.871142602138,0.459290298406183,48.3748283676596,427.958806546246
50.36,475.189125721964,0.459408127114587,47.9025165182848,431.693427651
50.37,479.35347722978,0.459524776922995,47.3550234685986,436.127446742699
50.38,484.287438891868,0.459640097160386,46.744051121563,440.007340623571
50.39,489.906574266462,0.459753965219052,46.0832253276065,447.682078168557
50.4,496.121866937701,0.459866287878674,45.3834672005886,452.580531115736
50.41,502.842555748407,0.459976999499898,44.6580529881558,459.536312016094
50.42,509.978578830013,0.460086061314527,43.9175031119659,465.758405643938
50.43,517.442551496457,0.46019345846144,43.1722314377589,472.418794905104
50.44,525.151262803491,0.460299197260244,42.4318391671089,482.321637648326
50.45,533.026715478549,0.460403302621262,41.702539959468,490.370737546909
50.46,540.996759797183,0.460505814270132,40.9908919887503,497.751271468846
50.47,548.995392242507,0.460606784218897,40.3017547881947,503.807692288148
50.48,556.96278793096,0.460706273741383,39.6403014109593,513.003868165776
