Time,Output Speed,Input Torque,Input Speed,Weight on bit
0,148.157782,0.546254,104.776226,539.866525
0.001,148.870922,0.566799,105.120533,537.944529
0.002,149.556036,0.594301,106.24197,536.005967
0.003,150.212917,0.628518,108.39345,534.037938
0.004,150.841484,0.669332,109.377789,532.056127
0.005,151.441768,0.716275,108.602906,530.031911
0.006,152.028076,0.768941,107.310893,527.987706
0.007,152.599382,0.826564,106.15402,525.90273
0.008,153.140631,0.888568,106.376911,523.779676
0.009,153.652334,0.954068,108.12106,521.590817
0.01,154.135069,1.022343,109.010748,519.351027
0.011,154.603646,1.09253,109.307658,517.041739
0.012,155.057497,1.163758,110.291584,514.661032
0.013,155.467819,1.234918,111.293627,512.211841
0.014,155.836763,1.304642,113.044606,509.67311
0.015,156.180623,1.371649,114.632296,507.055726
0.016,156.486061,1.434623,114.712359,504.356294
0.017,156.755191,1.492587,114.148467,501.573881
0.018,157.004253,1.545175,113.470901,498.720637
0.019,157.219841,1.591938,112.929231,495.789224
0.02,157.389818,1.632242,112.589813,492.783444
0.021,157.531588,1.665654,112.425467,489.717665
0.022,157.661184,1.691846,112.377736,486.596365
0.023,157.779153,1.71053,113.402851,483.426053
0.024,157.886037,1.721717,115.60607,480.228094
0.025,157.968204,1.725508,117.701137,477.007183
0.026,158.013275,1.722097,119.186266,473.773358
0.027,158.038404,1.711771,120.018892,470.545899
0.028,158.059361,1.694947,120.357504,467.342564
0.029,158.062253,1.672085,119.388992,464.178253
0.03,158.034434,1.643744,117.130394,461.069828
0.031,157.992789,1.610579,115.960492,458.033968
0.032,157.952824,1.573391,116.567499,455.089946
0.033,157.900375,1.533028,117.744234,452.248147
0.034,157.822532,1.490336,118.838645,449.514488
0.035,157.721748,1.446202,120.615607,446.896371
0.036,157.614524,1.401568,123.206694,444.398457
0.037,157.515985,1.357373,124.422894,442.020005
0.038,157.397422,1.314526,123.731554,439.749964
0.039,157.232647,1.273902,122.439315,437.586175
0.04,157.04038,1.23638,121.247698,435.523632
0.041,156.837857,1.202709,121.430971,433.558022
0.042,156.626714,1.173471,123.144178,431.685009
0.043,156.408483,1.149026,124.014856,429.896577
0.044,156.17042,1.129591,123.290981,428.189735
0.045,155.900941,1.115277,123.116017,426.566834
0.046,155.617906,1.106187,124.226683,425.030698
0.047,155.323536,1.102331,124.556548,423.579591
0.048,155.005738,1.103565,124.475094,422.210271
0.049,154.667704,1.109732,125.257652,420.919818
0.05,154.298261,1.120601,126.185727,419.703002
0.051,153.901477,1.135835,126.923456,418.553294
0.052,153.495346,1.155091,126.371726,417.464078
0.053,153.068026,1.177993,125.436574,416.427662
0.054,152.608764,1.204112,125.607298,415.428191
0.055,152.122011,1.232911,125.176635,414.455579
0.056,151.611944,1.263731,124.61392,413.510111
0.057,151.082472,1.295749,125.160356,412.594378
0.058,150.537246,1.328053,126.017211,411.713516
0.059,149.979665,1.359714,126.77101,410.870207
0.06,149.398718,1.389914,127.278876,410.064525
0.061,148.784415,1.417877,127.548188,409.303329
0.062,148.141914,1.442896,126.634529,408.596197
0.063,147.461869,1.464348,125.479063,407.950451
0.064,146.750043,1.481692,125.547376,407.362989
0.065,146.025998,1.494593,126.102435,406.83071
0.066,145.279339,1.50293,126.708656,406.350085
0.067,144.500638,1.506801,126.160598,405.919853
0.068,143.681394,1.506354,125.283928,405.540132
0.069,142.813978,1.501918,125.519981,405.207176
0.07,141.919934,1.493865,126.151674,404.921468
0.071,141.004905,1.482731,126.776245,404.682651
0.072,140.059962,1.46908,127.229353,404.497658
0.073,139.091219,1.453388,127.489423,404.37733
0.074,138.090191,1.436131,127.599634,404.329942
0.075,137.063404,1.417773,127.618246,404.361606
0.076,136.031099,1.398777,126.582195,404.477007
0.077,134.983477,1.379718,124.378496,404.678066
0.078,133.911627,1.361239,122.287395,404.962497
0.079,132.82166,1.344039,121.818827,405.336565
0.08,131.719235,1.328747,123.158302,405.800601
0.081,130.609577,1.315904,123.870892,406.349115
0.082,129.497494,1.306007,124.132431,406.978062
0.083,128.373224,1.299434,125.149036,407.683733
0.084,127.227882,1.296318,125.191203,408.464693
0.085,126.081757,1.296685,123.807913,409.321786
0.086,124.939247,1.300504,122.209434,410.255952
0.087,123.790191,1.307675,120.953427,411.266408
0.088,122.639488,1.317969,120.177691,412.354045
0.089,121.477456,1.33112,120.82135,413.525608
0.09,120.295279,1.346799,122.889094,414.780425
0.091,119.113308,1.364667,123.974953,416.116559
0.092,117.95016,1.384456,123.350671,417.532102
0.093,116.780292,1.405891,122.188885,419.023684
0.094,115.580353,1.428774,121.11869,420.588998
0.095,114.371605,1.452921,120.375066,422.221703
0.096,113.173535,1.478153,119.966896,423.91325
0.097,111.975593,1.504243,119.807335,425.652652
0.098,110.768123,1.530929,119.793453,427.428975
0.099,109.570669,1.557977,118.831624,429.237356
0.1,108.386904,1.58516,116.726174,431.075607
0.101,107.191797,1.612316,115.728559,432.939419
0.102,105.990828,1.639293,116.469267,434.825529
0.103,104.803203,1.665946,117.727698,436.725004
0.104,103.618107,1.692073,118.860296,438.626385
0.105,102.425631,1.717427,118.623521,440.530636
0.106,101.23091,1.741766,116.873525,442.437148
0.107,100.038648,1.764792,115.982883,444.338324
0.108,98.853142,1.786323,115.687299,446.217659
0.109,97.678297,1.806208,114.705281,448.062829
0.11,96.503476,1.82441,114.7167,449.873731
0.111,95.304776,1.840851,115.13513,451.653627
0.112,94.088755,1.855483,113.585016,453.406244
0.113,92.875653,1.868234,111.640537,455.132323
0.114,91.655635,1.879069,111.069754,456.831799
0.115,90.419729,1.88807,111.220045,458.513685
0.116,89.173956,1.895315,111.627444,460.183736
0.117,87.923862,1.900944,111.019224,461.840402
0.118,86.674538,1.905048,110.155865,463.485889
0.119,85.41647,1.907753,110.431966,465.120146
0.12,84.140984,1.909099,110.092111,466.746416
0.121,82.854381,1.909062,108.57786,468.366571
0.122,81.562469,1.907658,107.999221,469.978613
0.123,80.27058,1.904899,108.974763,471.579732
0.124,78.969424,1.900813,108.304994,473.160086
0.125,77.650535,1.895466,105.113097,474.71757
0.126,76.320405,1.888967,102.753131,476.253059
0.127,74.985015,1.881373,102.385186,477.767713
0.128,73.635689,1.872779,102.93883,479.261716
0.129,72.26454,1.863284,103.723522,480.74148
0.13,70.892775,1.853065,104.391865,482.210209
0.131,69.52563,1.842299,104.831846,483.668032
0.132,68.139538,1.831282,105.058842,485.123814
0.133,66.741347,1.820289,104.12484,486.582306
0.134,65.35154,1.809657,101.951761,488.042516
0.135,63.974655,1.799719,99.853532,489.498376
0.136,62.614797,1.790784,98.352347,490.942655
0.137,61.261487,1.783231,97.502674,492.373072
0.138,59.905111,1.777402,96.139377,493.786404
0.139,58.551055,1.773643,94.931902,495.185252
0.14,57.204239,1.772244,95.126381,496.561802
0.141,55.869136,1.77344,94.835286,497.911222
0.142,54.549796,1.777486,94.422288,499.241341
0.143,53.235693,1.784578,95.082234,500.558827
0.144,51.917178,1.794834,94.995195,501.863303
0.145,50.613778,1.808202,93.611457,503.153011
0.146,49.329134,1.824508,93.077629,504.428134
0.147,48.052334,1.843586,94.050513,505.692506
0.148,46.787537,1.865296,94.371037,506.950263
0.149,45.524331,1.889476,92.312122,508.203204
0.15,44.267354,1.915981,88.814681,509.4489
0.151,43.034996,1.944684,86.678927,510.680748
0.152,41.815652,1.975389,86.69338,511.89663
0.153,40.598651,2.007868,86.579713,513.096091
0.154,39.388393,2.041939,85.431998,514.28052
0.155,38.188878,2.077322,84.167105,515.443201
0.156,37.003726,2.113724,83.195135,516.580857
0.157,35.822022,2.150785,83.618171,517.697445
0.158,34.63377,2.188141,84.502924,518.803578
0.159,33.444016,2.225276,84.32772,519.89578
0.16,32.257383,2.261653,83.762238,520.973582
0.161,31.078091,2.296729,82.176399,522.045881
0.162,29.90997,2.330022,80.597247,523.11485
0.163,28.756486,2.360998,80.458774,524.169545
0.164,27.620753,2.38935,79.940548,525.214846
0.165,26.505553,2.414888,78.39356,526.249127
0.166,25.399184,2.437368,76.839307,527.255303
0.167,24.290905,2.456905,75.701425,528.236659
0.168,23.185067,2.473502,75.042446,529.173289
0.169,22.085641,2.487417,74.758966,530.07528
0.17,20.996237,2.498985,74.706981,530.944334
0.171,19.920118,2.508532,73.752755,531.76886
0.172,18.860222,2.516673,70.659895,532.566732
0.173,17.819174,2.523825,67.518722,533.325648
0.174,16.799306,2.530602,67.228818,534.071398
0.175,15.80267,2.537398,69.205974,534.793964
0.176,14.831059,2.544705,71.585498,535.505206
0.177,13.886014,2.552878,72.477245,536.203568
0.178,12.968849,2.56221,70.490564,536.889725
0.179,12.080659,2.572882,67.851713,537.565985
0.18,11.222337,2.585016,66.667492,538.239931
0.181,10.394586,2.598518,66.403271,538.888641
0.182,9.597935,2.613385,67.60195,539.526501
0.183,8.832751,2.629352,70.092917,540.132733
0.184,8.099249,2.646278,71.433397,540.724459
0.185,7.397506,2.663813,69.913607,541.295717
0.186,6.727476,2.681587,65.599506,541.830185
0.187,6.088993,2.699348,60.284115,542.344331
0.188,5.481787,2.716659,57.001424,542.821787
0.189,4.905494,2.73331,56.455403,543.284705
0.19,4.359664,2.749024,57.186411,543.737066
0.191,3.857938,2.76347,58.247339,544.158533
0.192,3.412633,2.776563,58.146367,544.561037
0.193,3.006465,2.78824,55.569348,544.947351
0.194,2.623471,2.798427,52.665546,545.304238
0.195,2.263127,2.807219,51.422184,545.638446
0.196,1.939039,2.814737,51.19974,545.949391
0.197,1.66352,2.821032,53.48241,546.221897
0.198,1.419311,2.826312,58.206942,546.455976
0.199,1.190503,2.830881,61.65287,546.663905
0.2,0.99082,2.834957,61.617546,546.84254
0.201,0.832712,2.838802,58.131029,546.985803
0.202,0.713242,2.842674,53.148761,547.095186
0.203,0.629574,2.846773,48.893365,547.172014
0.204,0.564812,2.85128,47.098048,547.208777
0.205,0.517592,2.85634,49.838157,547.209121
0.206,0.500772,2.862056,55.734816,547.183305
0.207,0.511831,2.868399,60.331632,547.129874
0.208,0.548356,2.875267,61.127895,547.050435
0.209,0.608044,2.882475,58.116776,546.946675
0.21,0.70287,2.889745,52.322769,546.820819
0.211,0.82949,2.896793,45.931498,546.673625
0.212,0.97055,2.903332,42.030004,546.511804
0.213,1.13846,2.909034,42.232658,546.343878
0.214,1.330302,2.913477,46.098488,546.167662
0.215,1.529148,2.916319,50.433401,545.989795
0.216,1.747819,2.917244,51.768643,545.813089
0.217,1.997975,2.916015,49.481681,545.639613
0.218,2.275994,2.912419,43.281051,545.467007
0.219,2.578455,2.906404,34.102426,545.298838
0.22,2.902138,2.898019,26.171067,545.14339
0.221,3.244014,2.887385,23.930116,545.000129
0.222,3.601247,2.874731,26.666489,544.866539
0.223,3.971179,2.860335,31.731007,544.737422
0.224,4.351333,2.844639,38.413731,544.620361
0.225,4.739404,2.828172,43.961314,544.520712
0.226,5.133252,2.811538,47.543454,544.440306
0.227,5.545068,2.795348,50.359547,544.385208
0.228,5.985938,2.780194,51.087745,544.357859
0.229,6.451726,2.766717,50.757574,544.360485
0.23,6.938554,2.755438,51.091422,544.396371
0.231,7.442793,2.746894,49.585641,544.483325
0.232,7.961057,2.741314,44.691262,544.604257
0.233,8.490195,2.738912,39.718671,544.757991
0.234,9.027284,2.739851,38.079163,544.949029
0.235,9.569617,2.744066,40.281588,545.169101
0.236,10.12887,2.751406,45.499367,545.411742
0.237,10.701491,2.761676,51.565851,545.676522
0.238,11.27001,2.774407,55.333988,545.944308
0.239,11.846796,2.789171,55.112982,546.224475
0.24,12.443138,2.805671,51.281225,546.538399
0.241,13.055121,2.823077,44.969176,546.844876
0.242,13.6791,2.840792,37.312723,547.160056
0.243,14.311699,2.858232,30.155342,547.491052
0.244,14.949795,2.87472,27.158849,547.833618
0.245,15.590508,2.889612,29.723982,548.189147
0.246,16.231195,2.902388,34.904665,548.56375
0.247,16.883608,2.912406,39.767193,548.933816
0.248,17.558454,2.919292,43.186374,549.287821
0.249,18.237106,2.923103,45.087172,549.694044
0.25,18.916676,2.923158,44.836475,550.041852
0.251,19.608689,2.920002,40.729792,550.419021
0.252,20.30947,2.913448,33.103936,550.762863
0.253,21.029798,2.903807,25.071146,551.084612
0.254,21.765288,2.891479,19.03779,551.389348
0.255,22.497701,2.877007,16.469559,551.682361
0.256,23.238702,2.860999,18.048359,551.964065
0.257,23.99893,2.844058,21.924895,552.232997
0.258,24.77388,2.826818,26.715798,552.483086
0.259,25.559369,2.810006,32.615125,552.711739
0.26,26.365705,2.794343,38.392077,552.937033
0.261,27.202239,2.780407,42.559769,553.159821
0.262,28.04907,2.768491,44.938625,553.349798
0.263,28.902125,2.759343,46.94901,553.553681
0.264,29.77182,2.753156,49.276674,553.73892
0.265,30.653455,2.750168,50.09543,553.910088
0.266,31.556853,2.750478,49.058559,554.075224
0.267,32.476749,2.754052,47.535452,554.23622
0.268,33.394096,2.760739,45.210764,554.393747
0.269,34.319813,2.770162,42.170602,554.532282
0.27,35.263861,2.782202,40.66722,554.699716
0.271,36.221115,2.796059,41.215697,554.841883
0.272,37.201004,2.81147,43.475023,554.989064
0.273,38.212071,2.827798,47.854635,555.149479
0.274,39.233675,2.844505,52.939621,555.326639
0.275,40.26106,2.860881,55.931922,555.49575
0.276,41.304022,2.876495,54.217485,555.676088
0.277,42.357295,2.890911,47.987204,555.88115
0.278,43.430194,2.903604,40.562007,556.100617
0.279,44.531165,2.914195,35.65885,556.322336
0.28,45.639491,2.922683,35.14343,556.601533
0.281,46.736189,2.928393,38.602003,556.843642
0.282,47.846443,2.93159,43.77968,557.108981
0.283,48.993246,2.932422,48.26996,557.44227
0.284,50.154988,2.930534,51.264909,557.770341
0.285,51.311836,2.926033,50.810824,558.075454
0.286,52.474007,2.919603,45.008178,558.441733
0.287,53.664997,2.911075,36.539655,558.778506
0.288,54.877856,2.901029,30.267469,559.127547
0.289,56.091969,2.889914,28.617961,559.493948
0.29,57.316814,2.877938,31.345432,559.865614
0.291,58.56102,2.865306,36.155627,560.235172
0.292,59.818238,2.852294,40.527682,560.603281
0.293,61.082613,2.839168,44.551028,560.981248
0.294,62.362927,2.826089,49.368501,561.370563
0.295,63.667159,2.813159,54.225764,561.769907
0.296,64.974176,2.800365,57.788861,562.168235
0.297,66.278801,2.787765,59.856325,562.578261
0.298,67.59048,2.77538,59.736715,563.004979
0.299,68.903655,2.762883,56.722892,563.420254
0.3,70.213238,2.750396,53.327527,563.867244
0.301,71.514585,2.737724,52.71446,564.335892
0.302,72.817649,2.72476,54.427177,564.821266
0.303,74.117361,2.711419,57.649684,565.321529
0.304,75.394923,2.69767,61.637763,565.832607
0.305,76.661561,2.683536,63.853974,566.363695
0.306,77.92759,2.668789,62.717117,566.885591
0.307,79.188275,2.65383,58.479198,567.466177
0.308,80.439309,2.638281,54.104635,568.027749
0.309,81.690953,2.62264,51.865844,568.642134
0.31,82.952598,2.606919,51.112776,569.279719
0.311,84.204455,2.591311,53.199869,569.946836
0.312,85.442626,2.576041,57.919901,570.654038
0.313,86.691937,2.561271,61.441422,571.405594
0.314,87.960889,2.547095,61.494356,572.197694
0.315,89.243018,2.533791,58.077511,573.058954
0.316,90.532358,2.521168,54.150273,573.959869
0.317,91.837595,2.509281,53.095653,574.896515
0.318,93.180786,2.498211,55.535072,575.900625
0.319,94.553628,2.487692,60.782287,576.934197
0.32,95.934241,2.477507,66.784585,577.985364
0.321,97.34509,2.467597,70.467206,579.059888
0.322,98.806612,2.457809,70.174954,580.156215
0.323,100.308977,2.447978,67.308895,581.266166
0.324,101.843034,2.437939,65.165516,582.384082
0.325,103.400293,2.427571,64.910619,583.503054
0.326,104.987066,2.416835,66.515896,584.618082
0.327,106.609019,2.405808,70.479576,585.735539
0.328,108.271201,2.394569,74.347324,586.855066
0.329,109.978082,2.383299,76.120043,587.963792
0.33,111.71941,2.372241,75.537783,589.062771
0.331,113.485678,2.361703,73.128662,590.142555
0.332,115.268091,2.351932,71.627271,591.204014
0.333,117.05854,2.343222,71.917527,592.240709
0.334,118.849576,2.335897,72.869062,593.252762
0.335,120.648552,2.330154,73.836829,594.235651
0.336,122.462166,2.325982,73.538344,595.169247
0.337,124.282319,2.323186,71.785856,596.041135
0.338,126.115748,2.321468,71.92967,596.854737
0.339,127.968567,2.320225,74.841135,597.596324
0.34,129.817955,2.318646,78.109516,598.246166
0.341,131.643045,2.31589,80.643354,598.784169
0.342,133.453177,2.311251,82.190288,599.182845
0.343,135.256953,2.304109,83.924261,599.441435
0.344,137.048097,2.294039,86.279411,599.562045
0.345,138.835085,2.280772,88.255514,599.526919
0.346,140.625689,2.264192,89.541951,599.309155
0.347,142.412835,2.244087,89.184757,598.905541
0.348,144.190063,2.220257,87.233618,598.330272
0.349,145.951501,2.192429,86.162784,597.598755
0.35,147.691836,2.160368,86.756104,596.70626
0.351,149.406285,2.123965,87.876299,595.659505
0.352,151.090571,2.083193,88.911736,594.476887
0.353,152.740894,2.037988,89.632803,593.182229
0.354,154.368077,1.988207,91.041367,591.794867
0.355,155.982107,1.933778,93.3655,590.32919
0.356,157.578004,1.874772,95.440481,588.815362
0.357,159.15128,1.811239,96.852738,587.2383
0.358,160.697912,1.74339,96.598536,585.590624
0.359,162.228493,1.671645,95.725006,583.893005
0.36,163.752773,1.596582,96.855171,582.127796
0.361,165.265528,1.518911,99.519352,580.283995
0.362,166.747852,1.439561,101.086095,578.347728
0.363,168.182561,1.359614,101.777074,576.309922
0.364,169.58245,1.280421,103.943754,574.175592
0.365,170.973533,1.203445,105.12316,571.951424
0.366,172.365471,1.129977,103.553132,569.637657
0.367,173.738762,1.060919,102.283588,567.242301
0.368,175.075632,0.997123,102.492463,564.787854
0.369,176.374124,0.939653,104.267103,562.290604
0.37,177.632596,0.889176,107.221086,559.721846
0.371,178.863866,0.846283,109.864858,557.085915
0.372,180.079763,0.811463,111.667228,554.404694
0.373,181.26283,0.785084,112.635948,551.674989
0.374,182.411388,0.767428,114.010985,548.92242
0.375,183.5382,0.758317,115.182736,546.119835
0.376,184.626689,0.757764,114.942578,543.268
0.377,185.661828,0.76536,114.184381,540.351975
0.378,186.658412,0.780848,113.416915,537.411686
0.379,187.630124,0.803715,113.86453,534.439114
0.38,188.561236,0.833379,115.704785,531.426746
0.381,189.451683,0.868864,117.623385,528.328065
0.382,190.315726,0.909415,119.056647,525.149035
0.383,191.152347,0.95411,119.902836,521.888713
0.384,191.960714,1.002115,121.290191,518.564694
0.385,192.740177,1.052146,123.53843,515.149351
0.386,193.490246,1.103017,124.523593,511.637231
0.387,194.196417,1.153487,124.721538,508.027688
0.388,194.859753,1.202304,125.552938,504.339558
0.389,195.49556,1.248091,125.40967,500.620772
0.39,196.089606,1.289837,124.902715,496.886996
0.391,196.629026,1.327282,125.394246,493.143625
0.392,197.130598,1.360198,126.165327,489.39961
0.393,197.609813,1.387894,127.855583,485.666617
0.394,198.052592,1.409572,129.469208,481.961815
0.395,198.446189,1.42482,129.603982,478.306114
0.396,198.793298,1.433409,130.103747,474.723176
0.397,199.096561,1.435254,131.631163,471.205311
0.398,199.358559,1.430355,133.170666,467.752048
0.399,199.581811,1.418735,134.299768,464.375348
0.4,199.768767,1.400564,133.942972,461.103985
0.401,199.907638,1.376155,133.069065,457.958012
0.402,199.987815,1.34589,134.241151,454.945407
0.403,200.013987,1.310078,135.941572,452.070441
0.404,199.990646,1.269111,136.389453,449.34201
0.405,199.92209,1.223523,136.199435,446.774702
0.406,199.798253,1.174084,135.797363,444.38154
0.407,199.624302,1.12175,136.42807,442.156108
0.408,199.419327,1.067595,138.326762,440.089701
0.409,199.172568,1.012735,139.224744,438.179838
0.41,198.874342,0.958165,139.467336,436.43096
0.411,198.515979,0.904843,140.385755,434.847467
0.412,198.089778,0.85366,141.335348,433.427968
0.413,197.603116,0.805419,142.041589,432.166686
0.414,197.062974,0.760755,142.456815,431.049929
0.415,196.475939,0.720161,142.639874,430.076339
0.416,195.834046,0.684016,142.6777,429.243842
0.417,195.130215,0.652635,142.645367,428.537934
0.418,194.372371,0.626326,142.592797,427.940734
0.419,193.553801,0.605288,143.557887,427.438531
0.42,192.66859,0.589575,144.682666,427.024565
0.421,191.72575,0.579131,144.558047,426.690157
0.422,190.719572,0.574014,143.9513,426.428905
0.423,189.645074,0.574259,143.309242,426.227118
0.424,188.512124,0.579845,143.837678,426.077574
0.425,187.329975,0.590728,144.706713,425.990406
0.426,186.107275,0.606837,144.470034,425.972027
0.427,184.852093,0.628033,144.852605,426.019479
0.428,183.557764,0.654084,145.387578,426.12615
0.429,182.204166,0.684691,144.829286,426.294241
0.43,180.801453,0.719469,143.970332,426.533031
0.431,179.373273,0.758004,143.219027,426.848554
0.432,177.913016,0.799818,143.726708,427.247618
0.433,176.414759,0.844494,144.617117,427.730389
0.434,174.887392,0.891467,144.413436,428.302901
0.435,173.324993,0.940052,144.8249,428.964202
0.436,171.722274,0.989426,146.391104,429.717481
0.437,170.088719,1.038776,146.999563,430.578008
0.438,168.418952,1.087203,146.036659,431.555109
0.439,166.708192,1.133856,144.684905,432.646793
0.44,164.966389,1.178115,143.537366,433.856346
0.441,163.202763,1.219456,142.783756,435.18173
0.442,161.425835,1.257436,142.396102,436.618918
0.443,159.64345,1.291786,142.264111,438.174588
0.444,157.848638,1.322413,142.273273,439.84434
0.445,156.035065,1.349365,143.35006,441.618784
0.446,154.211182,1.372745,144.577024,443.500111
0.447,152.370585,1.392788,143.511263,445.47489
0.448,150.507481,1.40978,141.786626,447.546516
0.449,148.630824,1.424025,141.267176,449.701438
0.45,146.748857,1.435853,140.373559,451.924978
0.451,144.869144,1.445821,139.566602,454.216695
0.452,142.984425,1.454375,140.024982,456.558887
0.453,141.088077,1.462055,139.870185,458.952128
0.454,139.188256,1.469366,139.504035,461.379029
0.455,137.278265,1.476811,140.161262,463.829123
0.456,135.352016,1.484884,140.051778,466.295619
0.457,133.41817,1.493933,138.643507,468.761323
0.458,131.47051,1.504382,137.079075,471.225343
0.459,129.503399,1.516415,135.872297,473.670672
0.46,127.525926,1.530256,135.138773,476.085748
0.461,125.546444,1.546004,134.798529,478.460186
0.462,123.572603,1.563635,134.712437,480.776485
0.463,121.597211,1.583073,134.754489,483.028825
0.464,119.599526,1.604081,134.838092,485.198233
0.465,117.57482,1.626524,134.91629,487.285933
0.466,115.547212,1.650119,133.959327,489.278546
0.467,113.524611,1.674653,131.821429,491.169649
0.468,111.485893,1.6998,130.784718,492.959366
0.469,109.425962,1.725122,130.482305,494.641343
0.47,107.354406,1.750177,128.54095,496.222951
0.471,105.280041,1.774454,126.446856,497.70525
0.472,103.210945,1.7974,125.866572,499.090595
0.473,101.140317,1.818588,126.067763,500.395533
0.474,99.061942,1.837502,126.537262,501.622475
0.475,96.984332,1.853805,125.97901,502.7848
0.476,94.901104,1.867311,124.1353,503.899102
0.477,92.806435,1.877814,122.258422,504.976333
0.478,90.709214,1.885175,120.874274,506.037266
0.479,88.617583,1.889329,120.066998,507.099256
0.48,86.538971,1.890361,119.715676,508.175544
0.481,84.465955,1.888459,119.647366,509.281998
0.482,82.391721,1.883934,119.714316,510.43295
0.483,80.324213,1.87731,119.819036,511.640004
0.484,78.256499,1.869261,118.899264,512.919273
0.485,76.196411,1.860486,116.792924,514.277135
0.486,74.165256,1.851744,115.776931,515.718094
0.487,72.154078,1.843822,115.485172,517.254121
0.488,70.140438,1.837494,114.559271,518.892014
0.489,68.117984,1.833513,113.621422,520.634273
0.49,66.109278,1.83251,112.931694,522.482333
0.491,64.134912,1.835035,112.530493,524.442
0.492,62.185257,1.841518,111.34482,526.514726
0.493,60.251408,1.852109,109.143406,528.695418
0.494,58.339329,1.866842,107.11668,530.978881
0.495,56.454394,1.885613,105.70892,533.359266
0.496,54.601419,1.908305,104.936512,535.834039
0.497,52.770518,1.934659,104.634792,538.394864
0.498,50.966731,1.964325,104.608782,541.03524
0.499,49.208741,1.99683,103.691775,543.747353
0.5,47.485126,2.031588,101.642561,546.517798
0.501,45.785306,2.067989,100.690721,549.339174
0.502,44.113682,2.105314,101.460535,552.200823
0.503,42.474172,2.142881,101.721508,555.092992
0.504,40.870241,2.17997,100.690186,557.999391
0.505,39.304926,2.215894,99.403676,560.90941
0.506,37.780858,2.250038,97.347121,563.812584
0.507,36.300289,2.281818,95.527593,566.695816
0.508,34.865115,2.310755,95.308686,569.547803
0.509,33.4769,2.336487,94.797754,572.361254
0.51,32.136896,2.35877,93.292306,575.127813
0.511,30.831899,2.377443,91.782521,577.839953
0.512,29.549693,2.392473,90.678317,580.490999
0.513,28.307354,2.4039,90.039476,583.075442
0.514,27.120359,2.411847,89.76511,585.588494
0.515,25.988487,2.416486,89.715229,588.031524
0.516,24.897159,2.418067,89.771476,590.402079
0.517,23.832879,2.416984,89.856355,592.695804
0.518,22.811542,2.413645,88.918323,594.905726
0.519,21.847525,2.408519,86.799303,597.026419
0.52,20.925427,2.402051,85.776354,599.053856
0.521,20.030998,2.394691,85.481879,600.97692
0.522,19.179436,2.386881,84.555745,602.789426
0.523,18.384484,2.379005,83.618753,604.48494
0.524,17.630162,2.371377,81.918268,606.064124
0.525,16.901697,2.364286,79.349611,607.524818
0.526,16.213812,2.35791,77.115648,608.854212
0.527,15.579828,2.352366,76.634447,610.048212
0.528,14.983386,2.347713,78.018457,611.11558
0.529,14.409378,2.343983,78.787164,612.061611
0.53,13.872236,2.341089,79.09446,612.876774
0.531,13.385026,2.338945,80.140199,613.561854
0.532,12.931172,2.337448,80.196776,614.127955
0.533,12.495384,2.336379,78.817932,614.566206
0.534,12.091942,2.335605,77.218584,614.888529
0.535,11.733792,2.335009,76.971579,615.097694
0.536,11.418435,2.334331,77.349471,615.186245
0.537,11.143425,2.333543,75.859699,615.175144
0.538,10.906371,2.332454,74.000925,615.051137
0.539,10.704941,2.331102,72.491362,614.846413
0.54,10.522697,2.329246,70.521438,614.55051
0.541,10.344526,2.32697,69.904831,614.194976
0.542,10.184925,2.324161,70.01325,613.775103
0.543,10.05709,2.320941,68.368048,613.323905
0.544,9.972972,2.317251,65.431031,612.840752
0.545,9.943343,2.313192,63.765047,612.367214
0.546,9.949511,2.308732,65.096925,611.895038
0.547,9.974239,2.304057,68.318785,611.454912
0.548,10.015857,2.299096,70.439677,611.040017
0.549,10.072769,2.293995,70.521998,610.681188
0.55,10.157632,2.288717,69.740582,610.372813
0.551,10.281919,2.283298,67.801626,610.117958
0.552,10.427637,2.277804,64.896179,609.936682
0.553,10.592413,2.27212,63.387542,609.820965
0.554,10.788176,2.266256,63.874403,609.78187
0.555,11.01155,2.260242,65.053642,609.832539
0.556,11.259345,2.254022,67.212342,609.974766
0.557,11.528546,2.247535,69.192902,610.20096
0.558,11.830488,2.24085,68.541871,610.529006
0.559,12.161246,2.233921,64.956518,610.951917
0.56,12.502949,2.226735,60.115447,611.461875
0.561,12.867546,2.219368,58.085895,612.068623
0.562,13.265883,2.211939,59.788217,612.773983
0.563,13.693586,2.204422,60.548082,613.559223
0.564,14.146542,2.196983,58.690213,614.423548
0.565,14.620892,2.189737,56.253032,615.372077
0.566,15.113025,2.182753,53.222483,616.384922
0.567,15.619569,2.176112,49.752868,617.455224
0.568,16.151556,2.16994,48.050011,618.578889
0.569,16.718982,2.164348,50.571428,619.754359
0.57,17.316689,2.159478,56.179959,620.983586
0.571,17.939845,2.155402,61.549555,622.260015
0.572,18.583931,2.152209,65.371689,623.577163
0.573,19.258903,2.149979,65.500077,624.936653
0.574,19.959586,2.148718,62.04538,626.336718
0.575,20.681146,2.148543,59.05556,627.76991
0.576,21.447421,2.149464,58.076188,629.228271
0.577,22.251714,2.151539,58.190986,630.712322
0.578,23.073584,2.154689,59.738314,632.213635
0.579,23.90843,2.158903,63.48315,633.721604
0.58,24.766164,2.164068,66.112855,635.230408
0.581,25.655769,2.170065,64.537195,636.731261
