Time,Output Speed,Input Torque,Input Speed,Weight on bit
3.455,134.878761,1.814861,84.951564,629.576165
3.456,136.582694,1.76763,87.266578,627.7954
3.457,138.263304,1.724337,88.959754,625.912108
3.458,139.916224,1.685349,89.93938,623.928046
3.459,141.565903,1.650738,90.360128,621.850425
3.46,143.220552,1.62033,90.436643,619.674312
3.461,144.873498,1.593653,90.350413,617.411087
3.462,146.504467,1.570065,90.220269,615.060573
3.463,148.094996,1.548886,90.107111,612.633735
3.464,149.656683,1.529493,90.031499,610.135738
3.465,151.200249,1.511359,89.991787,607.589224
3.466,152.721402,1.494264,90.989439,605.029031
3.467,154.2163,1.478004,93.157958,602.472286
3.468,155.681526,1.462324,95.224701,599.898372
3.469,157.114066,1.447169,96.691779,597.338342
3.47,158.525456,1.432546,97.515466,594.795381
3.471,159.926333,1.418489,98.863142,592.224315
3.472,161.312295,1.405103,101.075318,589.605568
3.473,162.679375,1.392443,102.035641,586.919067
3.474,164.024011,1.380804,101.208252,584.166051
3.475,165.357201,1.370195,101.889798,581.339724
3.476,166.689051,1.360402,104.022169,578.415677
3.477,168.000472,1.351202,104.154425,575.406131
3.478,169.288245,1.34258,103.425346,572.368631
3.479,170.577855,1.334347,103.549255,569.322032
3.48,171.864273,1.326465,103.991847,566.307878
3.481,173.128739,1.319125,105.4584,563.358964
3.482,174.368341,1.312518,107.963767,560.47241
3.483,175.59468,1.307065,110.221958,557.665789
3.484,176.818419,1.302775,112.780636,554.91246
3.485,178.020985,1.29995,114.77297,552.202706
3.486,179.185464,1.298567,114.982113,549.477221
3.487,180.324864,1.298593,114.398721,546.728734
3.488,181.451181,1.299626,113.645581,543.931942
3.489,182.561274,1.301352,114.037411,541.09274
3.49,183.652325,1.303391,115.807991,538.198842
3.491,184.707661,1.305444,117.669982,535.268859
3.492,185.726331,1.307094,119.067303,532.294653
3.493,186.721773,1.308055,119.89578,529.301871
3.494,187.692201,1.307936,120.265898,526.311427
3.495,188.636074,1.306316,120.346938,523.351035
3.496,189.537914,1.302546,121.29861,520.413947
3.497,190.397885,1.29613,123.364727,517.520126
3.498,191.230469,1.286513,124.321578,514.668235
3.499,192.020678,1.273552,124.562344,511.850998
3.5,192.769129,1.257657,125.454374,509.08558
3.501,193.490714,1.239304,125.36273,506.364416
3.502,194.17082,1.218794,124.88975,503.674147
3.503,194.796235,1.196315,126.410633,501.014662
3.504,195.383414,1.172089,129.356048,498.377132
3.505,195.947561,1.146214,132.094778,495.757463
3.506,196.474331,1.118797,134.00922,493.159911
3.507,196.950742,1.090078,134.055009,490.599806
3.508,197.379275,1.060143,132.305231,488.059026
3.509,197.762382,1.02911,131.298196,485.548133
3.51,198.102477,0.997175,131.881316,483.085314
3.511,198.401933,0.96447,132.963515,480.67869
3.512,198.663072,0.931145,133.959735,478.328287
3.513,198.888166,0.897503,134.651662,476.020056
3.514,199.065259,0.864022,136.043108,473.744465
3.515,199.183592,0.831309,138.359705,471.499835
3.516,199.247714,0.800027,139.42131,469.27927
3.517,199.261993,0.7708,139.678408,467.079425
3.518,199.230612,0.744172,140.545864,464.89063
3.519,199.143401,0.720599,141.431218,462.71143
3.52,198.991267,0.700324,142.085074,460.536223
3.521,198.780304,0.683546,142.466942,458.371043
3.522,198.516312,0.67046,142.633498,456.233701
3.523,198.204797,0.661165,142.666232,454.130726
3.524,197.850976,0.655713,142.634891,452.07171
3.525,197.445614,0.654069,142.585558,450.058334
3.526,196.980454,0.656128,143.553936,448.099665
3.527,196.462337,0.661688,144.68114,446.198036
3.528,195.883555,0.670451,144.557933,444.360778
3.529,195.237281,0.682062,143.9518,442.58385
3.53,194.531696,0.696065,143.309861,440.852265
3.531,193.77451,0.712027,143.838179,439.158549
3.532,192.9588,0.729468,144.70703,437.499922
3.533,192.064285,0.747855,144.470189,435.875767
3.534,191.086873,0.766652,144.852652,434.28216
3.535,190.037308,0.785323,145.387567,432.717537
3.536,188.911519,0.803414,144.829254,431.18806
3.537,187.706071,0.820511,144.982129,429.701174
3.538,186.432292,0.836305,145.387334,428.267987
3.539,185.086634,0.850609,144.77554,426.894007
3.54,183.666124,0.863358,144.920831,425.587185
3.541,182.182494,0.874625,145.339445,424.357718
3.542,180.632547,0.884466,144.746107,423.206852
3.543,178.999436,0.892987,143.89513,422.1281
3.544,177.296405,0.900379,143.167409,421.122711
3.545,175.550003,0.906856,143.698753,420.198381
3.546,173.742177,0.91264,145.618302,419.354379
3.547,171.85664,0.918051,146.58114,418.596081
3.548,169.907124,0.923409,145.877424,417.926328
3.549,167.892266,0.929001,144.675628,417.342003
3.55,165.811064,0.935178,143.592495,416.854288
3.551,163.677024,0.942292,142.850597,416.476382
3.552,161.488531,0.950656,142.449742,416.221045
3.553,159.244316,0.960503,142.297829,416.097134
3.554,156.957595,0.971979,142.289669,416.096382
3.555,154.626455,0.98542,142.343053,416.233757
3.556,152.235139,1.000963,142.407437,416.51042
3.557,149.783629,1.018833,142.45899,416.926169
3.558,147.286308,1.039249,141.479508,417.486862
3.559,144.742337,1.062334,139.326868,418.184526
3.56,142.151125,1.088225,137.270775,419.024953
3.561,139.52648,1.11695,135.809313,420.009307
3.562,136.866992,1.148526,134.98765,421.143872
3.563,134.171504,1.182965,134.651798,422.429409
3.564,131.453261,1.22034,134.60711,423.86263
3.565,128.710299,1.260761,134.694673,425.456937
3.566,125.926745,1.304246,134.813203,427.204161
3.567,123.102397,1.350832,134.912534,429.103093
3.568,120.265568,1.400499,134.977138,431.150085
3.569,117.428038,1.453146,133.998146,433.334272
3.57,114.572248,1.508692,131.84068,435.644986
3.571,111.696372,1.566976,129.778867,438.063844
3.572,108.812985,1.62778,127.301032,440.58666
3.573,105.91945,1.690727,125.320035,443.2029
3.574,103.013395,1.755431,125.090476,445.905151
3.575,100.106865,1.821414,124.634025,448.686323
3.576,97.196713,1.888157,123.195244,451.527253
3.577,94.294244,1.955242,121.739168,454.431435
3.578,91.423942,2.022094,120.668834,457.389471
3.579,88.579749,2.088115,120.046533,460.390685
3.58,85.741852,2.152688,119.77709,463.425895
3.581,82.906268,2.21517,119.72601,466.480347
3.582,80.083516,2.274888,118.767023,469.549044
3.583,77.283172,2.331191,116.680177,472.623305
3.584,74.513912,2.383532,115.702652,475.697446
3.585,71.769387,2.431515,115.446815,478.774327
3.586,69.043694,2.474848,114.546092,481.842967
3.587,66.345533,2.513461,113.622193,484.89896
3.588,63.682758,2.547448,112.938015,487.946094
3.589,61.062422,2.576943,112.537399,490.978791
3.59,58.490819,2.602156,111.350104,493.992965
3.591,55.959352,2.623498,109.146595,496.993889
3.592,53.460004,2.641489,107.118144,499.983109
3.593,50.99949,2.656717,105.709276,502.956867
3.594,48.569633,2.669865,104.936316,505.914195
3.595,46.17701,2.68166,104.63442,508.856393
3.596,43.841667,2.692769,103.596609,511.776246
3.597,41.553387,2.703737,101.523205,514.657941
3.598,39.302646,2.715088,99.581755,517.488904
3.599,37.094756,2.727178,98.21862,520.259329
3.6,34.934418,2.740301,97.462017,522.961266
3.601,32.825752,2.754588,97.159938,525.582363
3.602,30.772332,2.77008,97.126996,528.110726
3.603,28.777222,2.786667,97.214041,530.539527
3.604,26.843001,2.804144,97.327132,532.871281
3.605,24.971803,2.822231,96.40863,535.111247
3.606,23.165339,2.840515,94.300287,537.256493
3.607,21.410761,2.858509,92.269652,539.306011
3.608,19.696118,2.875683,90.819002,541.262372
3.609,18.038663,2.891556,89.999188,543.134728
3.61,16.453968,2.905645,88.649157,544.93341
3.611,14.941835,2.917467,86.43269,546.660923
3.612,13.501808,2.926614,84.456606,548.319154
3.613,12.133198,2.932752,83.112942,549.900508
3.614,10.835104,2.935655,83.40472,551.409279
3.615,9.606437,2.935208,84.292883,552.853952
3.616,8.445935,2.931393,84.17576,554.234205
3.617,7.352189,2.924308,83.675256,555.542808
3.618,6.323655,2.914162,83.151539,556.781964
3.619,5.358676,2.901265,82.759548,557.951299
3.62,4.455494,2.885957,82.527702,559.050617
3.621,3.612269,2.868612,82.424521,560.080007
3.622,2.827087,2.849733,81.390465,561.039352
3.623,2.097983,2.829823,79.239322,561.936163
3.624,1.422942,2.809394,77.207469,562.780414
3.625,0.814089,2.788883,75.773095,563.567626
3.626,0.282268,2.768768,74.972385,564.307987
3.627,-0.191231,2.749481,73.637473,565.018192
3.628,-0.623749,2.731241,70.418571,565.694486
3.629,-1.002966,2.71424,67.290481,566.349722
3.63,-1.317809,2.698598,67.067563,566.992312
3.631,-1.586732,2.684244,69.115881,567.621724
3.632,-1.812624,2.671214,71.549089,568.262994
3.633,-1.98412,2.65927,73.48465,568.907979
3.634,-2.119367,2.64818,73.680697,569.565534
3.635,-2.220935,2.637663,71.082114,570.242556
3.636,-2.277135,2.627302,67.019227,570.934819
3.637,-2.305781,2.616746,64.459954,571.64858
3.638,-2.309108,2.605525,65.23558,572.370667
3.639,-2.275086,2.593353,68.190406,573.1051
3.64,-2.207018,2.579883,70.235706,573.850139
3.641,-2.108058,2.564777,70.341858,574.590042
3.642,-1.981205,2.547991,69.618884,575.339171
3.643,-1.81514,2.529297,67.736891,576.071343
3.644,-1.613824,2.5087,64.872425,576.793808
3.645,-1.395186,2.48619,62.375285,577.507646
3.646,-1.147354,2.461779,60.70356,578.194857
3.647,-0.873748,2.435737,58.811805,578.865414
3.648,-0.591762,2.408224,55.315998,579.500591
3.649,-0.289004,2.37961,52.101279,580.103949
3.65,0.045786,2.350295,50.881821,580.685508
3.651,0.408618,2.320566,50.815045,581.22683
3.652,0.795739,2.290889,52.253946,581.731704
3.653,1.20362,2.261735,54.937975,582.201644
3.654,1.628954,2.233547,57.411788,582.634788
3.655,2.068651,2.206697,60.143165,583.026444
3.656,2.519827,2.181667,62.243882,583.377361
3.657,2.979802,2.158876,61.493786,583.684671
3.658,3.44609,2.138682,58.757431,583.945138
3.659,3.930562,2.121443,55.939473,584.157742
3.66,4.444011,2.107414,54.860002,584.319542
3.661,4.967864,2.096733,56.813104,584.420695
3.662,5.499257,2.08952,60.502897,584.4635
3.663,6.04971,2.085788,62.902187,584.448213
3.664,6.615523,2.085484,63.109546,584.370034
3.665,7.193252,2.088462,60.332465,584.227975
3.666,7.779701,2.094521,54.03723,584.023657
3.667,8.386082,2.103373,47.988282,583.751747
3.668,9.00841,2.114627,44.684966,583.408678
3.669,9.628806,2.127869,44.418183,582.997695
3.67,10.259262,2.142582,47.500529,582.521828
3.671,10.910709,2.158233,52.145547,581.987879
3.672,11.578901,2.17432,54.158657,581.406714
3.673,12.25989,2.190362,50.494815,580.779893
3.674,12.950014,2.205943,43.452442,580.115074
3.675,13.645889,2.220647,37.927415,579.421504
3.676,14.344396,2.234192,35.53135,578.706763
3.677,15.042672,2.246343,36.085263,577.993296
3.678,15.738098,2.256936,39.731132,577.287133
3.679,16.442459,2.26581,44.681463,576.58457
3.68,17.166504,2.272934,49.846403,575.889462
3.681,17.891652,2.278396,54.718153,575.22071
3.682,18.61507,2.282297,58.154373,574.58871
3.683,19.348342,2.284765,59.05901,573.998316
3.684,20.08786,2.285977,56.650857,573.451658
3.685,20.830296,2.286209,51.501292,572.953578
3.686,21.572599,2.285776,45.597699,572.504061
3.687,22.326144,2.284933,42.999415,572.100911
3.688,23.101299,2.284038,45.502126,571.757889
3.689,23.893297,2.283467,50.447082,571.479933
3.69,24.697713,2.283571,55.065946,571.26825
3.691,25.510453,2.284657,58.303933,571.127744
3.692,26.327736,2.286983,59.086384,571.054928
3.693,27.160259,2.290787,56.620407,571.04849
3.694,28.01775,2.296168,52.467017,571.103313
3.695,28.880676,2.303319,47.725903,571.250083
3.696,29.745315,2.312231,43.009599,571.478104
3.697,30.622422,2.322708,41.599754,571.760995
3.698,31.507625,2.334742,43.958884,572.11702
3.699,32.41106,2.348165,47.23731,572.543035
3.7,33.341933,2.362721,50.010634,573.032288
3.701,34.294394,2.378074,49.803492,573.580268
3.702,35.263008,2.393956,44.374584,574.199552
3.703,36.242742,2.409697,35.219468,574.82623
3.704,37.228948,2.425508,26.996412,575.54011
3.705,38.217349,2.44061,24.412353,576.249902
3.706,39.204024,2.455049,27.888801,577.012049
3.707,40.199561,2.468521,33.940847,577.801436
3.708,41.213616,2.480793,40.434963,578.609414
3.709,42.240781,2.491755,47.382975,579.434514
3.71,43.290232,2.501286,52.643636,580.274345
3.711,44.370278,2.509366,54.776489,581.128245
3.712,45.474236,2.51599,56.054519,581.993203
3.713,46.595903,2.521157,57.646665,582.853639
3.714,47.729533,2.525038,57.927056,583.726263
3.715,48.869825,2.52771,55.566639,584.60788
3.716,50.026076,2.529083,52.752982,585.470875
3.717,51.220899,2.529265,52.535069,586.320232
3.718,52.460671,2.528356,54.45931,587.154236
3.719,53.736884,2.526386,56.748635,587.967618
3.72,55.041618,2.523403,58.570959,588.749585
3.721,56.381689,2.519542,60.720632,589.500946
3.722,57.763197,2.514814,62.425407,590.219472
3.723,59.1774,2.509408,60.451057,590.933816
3.724,60.630344,2.503248,56.47885,591.617399
3.725,62.127416,2.496328,53.765539,592.253706
3.726,63.673376,2.489006,51.292182,592.87461
3.727,65.272396,2.481383,49.585242,593.464072
3.728,66.913924,2.473592,51.690735,594.019236
3.729,68.602311,2.465855,55.813731,594.545555
3.73,70.327194,2.458145,57.633424,595.009971
3.731,72.078952,2.45091,56.999491,595.480956
3.732,73.877021,2.4437,54.511915,595.859968
3.733,75.710669,2.436984,51.930354,596.23178
3.734,77.555772,2.43059,52.030213,596.573942
3.735,79.418554,2.424536,55.233681,596.88415
3.736,81.318813,2.418639,59.865789,597.148408
3.737,83.246183,2.412805,64.849631,597.375513
3.738,85.176904,2.40679,69.645753,597.567317
3.739,87.117567,2.400271,71.04663,597.728193
3.74,89.074164,2.39291,68.644301,597.860842
3.741,91.037945,2.384373,65.320201,597.963306
3.742,93.00088,2.374293,63.524333,598.037847
3.743,94.955623,2.362404,64.867544,598.088738
3.744,96.909655,2.348441,69.167804,598.10715
3.745,98.869821,2.332163,74.540265,598.08541
3.746,100.828195,2.313456,76.882072,598.022557
3.747,102.777527,2.292298,75.317293,597.915795
3.748,104.711221,2.268748,72.562079,597.766218
3.749,106.6233,2.242825,70.058866,597.572486
3.75,108.508375,2.214627,69.346929,597.334189
3.751,110.37579,2.184212,70.578358,597.05004
3.752,112.23416,2.151572,71.267917,596.719668
3.753,114.077233,2.116718,70.535905,596.340189
3.754,115.899343,2.079749,70.426407,595.938148
3.755,117.695389,2.040673,71.615258,595.516898
3.756,119.460798,1.999397,73.019292,595.068947
3.757,121.191506,1.9559,75.145146,594.602885
3.758,122.898093,1.9102,78.007196,594.131591
3.759,124.590331,1.862402,80.400909,593.669661
3.76,126.248876,1.812607,82.967245,593.214584
3.761,127.856154,1.760945,84.912389,592.762057
3.762,129.424622,1.707774,85.064435,592.328773
3.763,130.965822,1.653398,85.44709,591.916701
3.764,132.47625,1.598216,85.821692,591.518329
3.765,133.952813,1.542775,85.080066,591.13446
3.766,135.392813,1.487756,85.089595,590.75155
3.767,136.808086,1.434067,86.418459,590.362941
3.768,138.209557,1.382782,86.921562,589.973292
3.769,139.578933,1.334872,85.936214,589.579201
3.77,140.8996,1.29126,84.602297,589.169701
3.771,142.170706,1.252663,83.48441,588.742332
3.772,143.391664,1.21964,83.769159,588.297922
3.773,144.562123,1.192617,86.579745,587.816661
3.774,145.667784,1.172062,90.686475,587.287945
3.775,146.709977,1.158367,93.208343,586.726626
3.776,147.704332,1.151704,93.383696,586.126122
3.777,148.651158,1.152083,92.543089,585.475571
3.778,149.550919,1.159308,92.521735,584.780759
3.779,150.390046,1.172977,93.856161,584.041894
3.78,151.156352,1.192541,95.390199,583.256704
3.781,151.867305,1.217377,96.592721,582.415947
3.782,152.539095,1.246668,97.333927,581.505208
3.783,153.158342,1.279528,97.684708,580.509787
3.784,153.727173,1.315002,96.767844,579.419815
3.785,154.276067,1.352081,94.563254,578.226932
3.786,154.804645,1.389797,93.433762,576.93055
3.787,155.298466,1.427084,95.076492,575.515644
3.788,155.77279,1.463064,98.432186,574.002683
3.789,156.227482,1.496858,101.589556,572.406717
3.79,156.648323,1.527541,102.801304,570.706866
3.791,157.0366,1.55466,101.871112,568.928732
3.792,157.393615,1.577668,101.319538,567.060292
3.793,157.720678,1.596445,102.084914,565.117268
3.794,158.019098,1.610918,103.187414,563.105762
3.795,158.290184,1.621099,104.131602,561.017634
3.796,158.535235,1.627214,104.755676,558.872306
3.797,158.76971,1.629313,105.079219,556.653305
3.798,158.99362,1.627855,105.191403,554.401236
3.799,159.178679,1.623091,105.186068,552.117167
3.8,159.327489,1.615593,105.133661,549.806572
3.801,159.456742,1.606156,106.087792,547.487121
3.802,159.55344,1.595986,108.211807,545.156681
3.803,159.619986,1.586223,109.23382,542.839255
3.804,159.672864,1.577737,109.525164,540.545848
3.805,159.698865,1.571343,110.448105,538.282489
3.806,159.700175,1.56777,110.370911,536.06148
3.807,159.693061,1.567486,109.90169,533.871041
3.808,159.664093,1.570984,110.409073,531.720552
3.809,159.615241,1.578361,111.182698,529.58369
3.81,159.562549,1.58967,111.857488,527.452302
3.811,159.506544,1.604755,112.309405,525.302109
3.812,159.447718,1.623122,112.547384,523.10278
3.813,159.372363,1.644298,112.632837,520.84926
3.814,159.28217,1.667589,112.63227,518.526546
3.815,159.192911,1.692264,112.596346,516.148685
3.816,159.090673,1.717438,113.56735,513.711304
3.817,158.976947,1.742274,115.703847,511.213218
3.818,158.86731,1.766266,117.744989,508.675513
3.819,158.747657,1.789066,119.196025,506.114897
3.82,158.619292,1.81019,119.000115,503.531715
3.821,158.497612,1.829296,117.165375,500.939423
3.822,158.368338,1.846149,116.161004,498.347437
3.823,158.218433,1.86015,116.78224,495.756916
3.824,158.050219,1.8709,117.906907,493.181221
3.825,157.865886,1.878334,118.935932,490.632025
3.826,157.681673,1.882298,119.647823,488.11169
3.827,157.512437,1.882771,120.036718,485.615746
3.828,157.343372,1.880025,120.187347,483.143862
3.829,157.160933,1.874353,120.198977,480.708107
3.83,156.966946,1.865838,120.150089,478.306302
3.831,156.748956,1.854683,120.089411,475.941118
3.832,156.495656,1.84114,120.040238,473.603898
3.833,156.225178,1.825511,121.020912,471.291229
3.834,155.940003,1.808201,123.17393,469.005952
3.835,155.628287,1.789516,124.218135,466.753371
3.836,155.293467,1.769792,123.511043,464.543023
3.837,154.938771,1.749377,122.271801,462.368691
3.838,154.567229,1.728548,121.14726,460.223306
3.839,154.167508,1.707733,120.373493,458.098865
3.84,153.743513,1.687396,120.965133,455.986835
3.841,153.313082,1.667862,122.972608,453.885118
3.842,152.864217,1.649446,125.022883,451.784215
3.843,152.386012,1.632354,126.537618,449.675913
3.844,151.882768,1.616586,126.410745,447.563572
3.845,151.358516,1.602022,124.628617,445.461345
3.846,150.817023,1.588474,122.644054,443.383583
3.847,150.261801,1.575861,122.12323,441.347186
3.848,149.696116,1.564052,123.358999,439.373953
3.849,149.122994,1.552837,123.974627,437.477394
3.85,148.531064,1.542084,124.16815,435.670457
3.851,147.90999,1.53167,125.14704,433.955509
3.852,147.278769,1.52147,126.186006,432.336683
3.853,146.640648,1.511359,126.969436,430.804023
3.854,145.970284,1.501261,126.424165,429.346522
3.855,145.272951,1.491166,124.465701,427.958572
3.856,144.567749,1.481044,123.464133,426.630819
3.857,143.843841,1.470884,124.139646,425.363624
3.858,143.105553,1.460643,124.313364,424.156156
3.859,142.371067,1.450278,124.233068,423.005685
3.86,141.628666,1.439825,125.081409,421.916756
3.861,140.867656,1.429419,125.072363,420.892683
3.862,140.078327,1.41933,124.711827,419.938196
3.863,139.251898,1.409819,125.315306,419.054686
3.864,138.408816,1.401294,125.14207,418.240844
3.865,137.553684,1.394126,123.683119,417.49691
3.866,136.676586,1.388658,123.098908,416.824148
3.867,135.782705,1.385131,124.045252,416.221849
3.868,134.862676,1.383756,124.356239,415.68703
3.869,133.908027,1.384746,123.30921,415.212871
3.87,132.92531,1.388224,122.995929,414.791292
3.871,131.920624,1.394213,124.0819,414.418908
3.872,130.899633,1.402674,124.440636,414.092162
3.873,129.853413,1.413393,123.390546,413.803175
3.874,128.773891,1.426114,123.054055,413.545749
3.875,127.667977,1.440498,124.114761,413.314467
3.876,126.542095,1.456101,124.454202,413.109761
3.877,125.402197,1.472402,123.392486,412.931826
3.878,124.239611,1.488932,122.038844,412.788621
3.879,123.03232,1.505205,120.929935,412.682484
3.88,121.774515,1.520731,120.22126,412.610055
3.881,120.475245,1.535149,119.869017,412.5756
3.882,119.142944,1.548247,119.758952,412.579879
3.883,117.785456,1.559808,119.778557,412.621641
3.884,116.395882,1.569721,119.8464,412.696598
3.885,114.953859,1.57789,119.91585,412.802762
3.886,113.455125,1.584314,119.967225,412.939688
3.887,111.910167,1.589073,119.997276,413.111614
3.888,110.328752,1.592377,118.998587,413.321662
3.889,108.719955,1.594458,116.832871,413.567109
3.89,107.078014,1.595636,115.781589,413.84967
3.891,105.397781,1.596304,115.474005,414.170765
3.892,103.68886,1.59687,114.544585,414.532286
3.893,101.945979,1.597695,113.609246,414.934289
3.894,100.164439,1.599148,112.923839,415.377723
3.895,98.354261,1.60157,112.526541,415.864101
3.896,96.524719,1.605287,112.355375,416.392485
3.897,94.684374,1.610544,112.32374,416.962849
3.898,92.826926,1.617596,112.35824,417.574805
3.899,90.94668,1.626577,112.410731,418.230011
3.9,89.052679,1.637603,111.444657,418.930558
3.901,87.153248,1.650729,110.318785,419.674994
3.902,85.241858,1.665972,110.442561,420.465401
3.903,83.312576,1.683298,110.036967,421.30295
3.904,81.374215,1.702672,108.510457,422.190939
3.905,79.4207,1.724031,105.921287,423.13459
3.906,77.460703,1.747286,102.580233,424.135626
3.907,75.51635,1.772374,100.842115,425.200008
3.908,73.579489,1.799314,101.246503,426.328833
3.909,71.628461,1.828131,102.426207,427.522422
3.91,69.657673,1.858817,103.607655,428.782557
3.911,67.690421,1.891371,104.471042,430.111186
3.912,65.73384,1.925766,103.958345,431.513138
3.913,63.766074,1.961902,102.004105,432.982193
3.914,61.795511,1.999662,99.982089,434.516148
3.915,59.844005,2.038955,98.477678,436.114115
3.916,57.903139,2.07967,97.592856,437.774727
3.917,55.965173,2.12164,96.190717,439.495547
3.918,54.023012,2.164728,93.941525,441.27273
3.919,52.070183,2.208748,91.949549,443.102651
3.92,50.129141,2.253421,91.613058,444.977809
3.921,48.206219,2.298446,93.062575,446.896365
3.922,46.292973,2.343513,93.846419,448.858276
3.923,44.39581,2.388274,93.132147,450.852562
3.924,42.50636,2.432423,91.992175,452.870848
3.925,40.616937,2.475603,90.984062,454.904285
3.926,38.734679,2.517403,90.30239,456.947418
3.927,36.866089,2.557384,89.939404,458.995536
3.928,35.017066,2.595136,88.794084,461.044497
3.929,33.192933,2.6303,86.623017,463.091504
3.93,31.398467,2.662531,84.61432,465.131557
3.931,29.623757,2.691597,83.214639,467.162526
3.932,27.859657,2.71729,83.455853,469.179114
3.933,26.111933,2.73952,83.297517,471.174581
3.934,24.385796,2.758297,79.981481,473.149707
3.935,22.700103,2.773658,76.256679,475.098156
3.936,21.057787,2.785703,74.379996,477.012652
3.937,19.447194,2.794731,74.784417,478.892877
3.938,17.885883,2.801208,77.03319,480.744807
3.939,16.389735,2.805525,78.424719,482.556144
3.94,14.944692,2.808209,78.075083,484.321471
3.941,13.5377,2.809892,77.10103,486.044648
3.942,12.185009,2.811102,76.132037,487.722498
3.943,10.901286,2.812333,75.426588,489.343339
3.944,9.685517,2.814183,75.020275,490.919933
3.945,8.536518,2.817083,74.847078,492.445026
3.946,7.452954,2.821354,74.816843,493.912786
3.947,6.433357,2.827417,73.841953,495.330179
3.948,5.47614,2.835363,71.728324,496.683138
3.949,4.579616,2.845438,69.714923,497.991858
3.95,3.742013,2.85753,68.286155,499.236862
3.951,2.975657,2.871655,67.484236,500.433158
3.952,2.291556,2.887529,66.145627,501.561323
3.953,1.671131,2.904998,63.934827,502.636543
3.954,1.097143,2.923645,61.960506,503.640753
3.955,0.581982,2.943268,60.616517,504.601421
3.956,0.136764,2.963399,59.895367,505.492782
3.957,-0.256947,2.983766,59.625907,506.341027
3.958,-0.602041,3.003846,60.627441,507.132291
3.959,-0.887178,3.023362,62.895237,507.887907
3.96,-1.130549,3.041914,64.06202,508.603312
3.961,-1.334785,3.059161,63.447651,509.27215
3.962,-1.488271,3.074882,62.26379,509.918475
3.963,-1.608913,3.088668,61.164272,510.52184
3.964,-1.699047,3.100168,60.396244,511.084586
3.965,-1.746757,3.109131,59.972286,511.609546
3.966,-1.76964,3.115311,60.816582,512.104199
3.967,-1.769719,3.1183,62.968436,512.553809
3.968,-1.734763,3.117843,64.067607,512.956867
3.969,-1.682054,3.11375,62.411992,513.325175
3.97,-1.627471,3.10566,58.042257,513.643936
3.971,-1.557208,3.093369,53.731177,513.907018
3.972,-1.458694,3.076746,51.619359,514.121158
3.973,-1.348874,3.055733,50.985212,514.297935
3.974,-1.243294,3.0303,52.143986,514.432027
3.975,-1.127822,3.000618,53.730219,514.520835
3.976,-0.989566,2.966979,52.029421,514.575508
3.977,-0.845155,2.929743,46.395156,514.601575
3.978,-0.709829,2.889349,39.645563,514.608955
3.979,-0.583326,2.846346,35.268573,514.603581
3.98,-0.465375,2.801363,35.07566,514.5852
3.981,-0.341524,2.755152,37.673821,514.554974
3.982,-0.198572,2.708452,41.734933,514.510438
3.983,-0.052854,2.662054,47.327838,514.458203
3.984,0.080675,2.61679,53.055815,514.404795
3.985,0.216716,2.573453,56.282191,514.352328
3.986,0.368712,2.532822,55.5817,514.299058
3.987,0.520562,2.495611,52.437371,514.243235
3.988,0.657534,2.46246,49.132627,514.193732
3.989,0.794545,2.433942,46.653353,514.154141
3.99,0.945246,2.410531,45.183796,514.130788
3.991,1.093732,2.392512,45.539397,514.120698
3.992,1.23963,2.380077,48.576137,514.12375
3.993,1.39678,2.373354,52.912107,514.142672
3.994,1.549461,2.372341,55.602636,514.176553
3.995,1.697476,2.376922,55.876134,514.229488
3.996,1.854832,2.386815,54.066253,514.301194
3.997,2.020141,2.401687,48.849207,514.394563
3.998,2.192101,2.421107,41.609688,514.510785
3.999,2.369499,2.444562,35.488665,514.646443
4,2.5512,2.471463,31.480939,514.792956
4.001,2.736152,2.501223,30.438784,514.958312
4.002,2.923381,2.533232,32.925675,515.150486
4.003,3.111984,2.566814,37.210175,515.364211
4.004,3.301133,2.601302,42.092512,515.594108
4.005,3.490067,2.636207,45.904279,515.860477
4.006,3.692259,2.67065,44.198302,516.110178
4.007,3.91999,2.704423,36.627583,516.402743
4.008,4.156056,2.736914,27.6668,516.693596
4.009,4.384687,2.767834,19.538176,516.99894
4.01,4.619821,2.796994,12.934513,517.323474
4.011,4.874187,2.824132,9.753993,517.647919
4.012,5.14519,2.849154,10.868382,517.974977
4.013,5.430389,2.872005,15.478688,518.298879
4.014,5.727501,2.892717,21.299987,518.613732
4.015,6.03439,2.911347,26.050475,518.909449
4.016,6.349065,2.928037,29.077149,519.18536
4.017,6.669675,2.943149,31.587399,519.467129
4.018,6.994503,2.956779,35.230808,519.727682
4.019,7.321964,2.969138,39.370747,519.95797
4.02,7.650597,2.980599,42.598612,520.167706
4.021,7.97906,2.991438,44.579025,520.358325
4.022,8.306125,3.001924,45.51013,520.528965
4.023,8.630677,3.012292,45.756848,520.678705
4.024,8.965873,3.022728,45.65448,520.807291
4.025,9.323711,3.033485,44.423801,520.927351
4.026,9.686744,3.044495,41.035758,521.004265
4.027,10.053159,3.055964,36.659488,521.084082
4.028,10.435453,3.06769,33.056086,521.126577
4.029,10.816662,3.079768,31.755829,521.18228
4.03,11.195437,3.091849,33.780808,521.212205
4.031,11.584724,3.103796,38.655727,521.231265
4.032,11.982159,3.115551,44.403578,521.261354
4.033,12.385546,3.126834,48.960885,521.287955
4.034,12.792856,3.137427,51.797077,521.30953
