Time,Output Speed,Weight on bit
50,51.70521574,589.8500943
50.01,53.15047497,582.3744867
50.02,54.7760623,570.735495
50.03,56.58919021,562.479218
50.04,58.58998735,552.19258
50.05,60.77397415,542.429468
50.06,63.12661667,529.1378247
50.07,65.62453586,520.5465115
50.08,68.226588,503.0142974
50.09,70.88077822,487.4332475
50.1,73.517044,475.9933226
50.11,76.04732656,457.7243339
50.12,78.37500928,451.3319495
50.13,80.38916615,444.276986
50.14,81.97795542,434.5948153
50.15,83.03608246,426.5999813
50.16,83.4734267,423.6371562
50.17,83.22442303,420.6136121
50.18,82.26154095,426.2598778
50.19,80.59941631,434.4791537
50.2,78.3025074,441.3193656
50.21,75.48606096,450.8701604
50.22,72.30695686,461.600164
50.23,68.94908973,472.0738433
50.24,65.60076545,485.6644304
50.25,62.42511002,498.5969976
50.26,59.53883058,511.8631028
50.27,57.00044256,523.8589632
50.28,54.81755705,536.3459596
50.29,52.96138028,540.2135797
50.3,51.3943347,552.7140413
50.31,50.07188124,562.4766948
50.32,48.95779577,568.0926229
50.33,48.02638375,579.5910243
50.34,47.2536615,585.1612536
50.35,46.62545935,591.4366652
50.36,46.12999304,598.0330264
50.37,45.75792695,601.9942302
50.38,45.50391713,606.538811
50.39,45.36398539,612.1306579
50.4,45.33454376,613.7229662
50.41,45.4158541,615.1543914
50.42,45.60793086,613.2822938
50.43,45.91487326,615.5158028
50.44,46.33827476,613.7056262
50.45,46.88441141,613.0268637
50.46,47.55828979,608.2704402
50.47,48.36935151,607.4306402
50.48,49.32409875,602.0684479
50.49,50.43241635,594.4225977
50.5,51.7047028,587.5968861
50.51,53.1503174,581.6663857
50.52,54.77675537,573.9250779
50.53,56.58966325,564.7156593
50.54,58.59027788,553.6055147
50.55,60.77380024,541.5573824
50.56,63.12597607,525.8166613
50.57,65.62325551,513.6811856
50.58,68.22615806,500.6279654
50.59,70.88120533,489.8854467
50.6,73.517474,478.543221
50.61,76.04827198,463.5053028
50.62,78.37531808,453.2719337
50.63,80.38849475,439.9585847
50.64,81.97779372,433.5365805
50.65,83.03656209,429.7781114
50.66,83.47352546,424.295267
50.67,83.2246803,422.3217169
50.68,82.26184377,428.2483615
50.69,80.59829894,427.2767826
50.7,78.30230508,440.0498086
50.71,75.48673798,454.9804956
50.72,72.30671839,460.2075493
50.73,68.94933777,473.4618852
50.74,65.60089924,486.3813386
50.75,62.42407915,493.3059063
50.76,59.53844915,509.9832827
50.77,56.99930102,518.4328385
50.78,54.81662153,532.0402766
50.79,52.96153721,540.9159298
50.8,51.39525791,556.7483763
50.81,50.07203927,563.1537602
50.82,48.95858244,571.4014897
50.83,48.02553436,576.0698955
50.84,47.25393854,586.2952132
50.85,46.62594293,593.3971915
50.86,46.1299593,597.896781
50.87,45.75828989,603.4453025
50.88,45.50421044,607.7062156
50.89,45.36276127,607.2674968
50.9,45.33423284,612.4877525
50.91,45.41654831,617.9140981
50.92,45.6086566,616.1763631
50.93,45.91424849,613.0114104
50.94,46.33826785,613.6770005
50.95,46.88381015,610.5785889
50.96,47.55885521,610.5969652
50.97,48.36850034,603.8821724
50.98,49.3239644,601.4992429
50.99,50.43293792,596.6690735
51,51.70523583,589.938402
51.01,53.14994297,579.9857251
51.02,54.77698767,574.9930733
51.03,56.58930224,563.0086014
51.04,58.59056425,554.9983574
51.05,60.77391964,542.1565291
51.06,63.12648082,528.4335524
51.07,65.62373619,516.2577065
51.08,68.22668715,503.5643367
51.09,70.88202799,494.6061258
51.1,73.5169229,475.2754292
