Time,Output Speed,Weight on bit
55.11,117.0486996,565.3745374
55.12,104.686225,583.0812933
55.13,91.92944246,597.4940369
55.14,79.86155085,605.058305
55.15,69.71437519,606.054931
55.16,62.52835941,612.7399007
55.17,58.5722959,616.3680585
55.18,57.24538801,615.8163152
55.19,57.68616616,614.176531
55.2,59.27579792,611.6063318
55.21,61.700431,607.6913209
55.22,64.84324258,600.7410724
55.23,68.68955112,588.541539
55.24,73.27189681,584.4552469
55.25,78.62611574,572.0557543
55.26,84.77301729,553.0756742
55.27,91.6930598,540.3728618
55.28,99.30075476,521.378277
55.29,107.4358477,504.6286667
55.3,115.8493035,480.3565563
55.31,124.207647,457.9768018
55.32,132.099691,446.8265467
55.33,139.0541271,430.1657694
55.34,144.5761204,417.9057503
55.35,148.1874159,425.0408825
55.36,149.4743824,439.9679036
55.37,148.143746,461.0280447
55.38,144.0660198,475.0981941
55.39,137.3112277,521.1013539
55.4,128.1464349,540.8599463
55.41,117.0478533,557.619132
55.42,104.6861122,582.1516014
55.43,91.92865203,591.7376158
55.44,79.86194039,607.5488767
55.45,69.71559304,612.9396854
55.46,62.52880515,615.0320982
55.47,58.57199802,614.9183277
55.48,57.24533267,615.5527405
55.49,57.6864024,615.3117974
55.5,59.27591599,612.1857856
55.51,61.70064433,608.7763646
55.52,64.84395241,604.5077775
55.53,68.69057866,594.2787915
55.54,73.27159969,582.6970329
55.55,78.62671907,575.8587188
55.56,84.77367538,557.5229185
55.57,91.6933218,542.275996
55.58,99.30069032,520.874119
55.59,107.4347344,495.226777
55.6,115.8491539,478.9971312
55.61,124.2077868,459.3323377
55.62,132.0982673,432.1537506
55.63,139.0541785,430.7231202
55.64,144.5767774,425.2993902
55.65,148.1868593,418.6249886
55.66,149.4744537,440.7969781
55.67,148.1436039,459.3906801
55.68,144.0670545,486.6985522
55.69,137.3103593,511.8096905
55.7,128.1462189,538.6981702
55.71,117.0489411,567.5870927
55.72,104.6860946,582.006457
55.73,91.92933882,596.7388824
55.74,79.8613704,603.90599
55.75,69.71524109,610.9500361
55.76,62.52851731,613.5513226
55.77,58.5723369,616.5671635
55.78,57.24534752,615.6239695
55.79,57.68618255,614.2550421
55.8,59.27593235,612.2665297
55.81,61.69976954,604.3285636
55.82,64.84342166,601.6918788
55.83,68.68988817,590.4229289
55.84,73.27193322,584.6702471
55.85,78.62579567,570.0381556
55.86,84.773563,556.7642989
55.87,91.69328416,542.0038371
55.88,99.30075276,521.3624073
55.89,107.4359193,505.2321641
55.9,115.8491969,479.3877812
55.91,124.2077114,458.601366
55.92,132.099011,439.8177456
55.93,139.0536024,424.4816153
55.94,144.5765958,423.2568473
55.95,148.1878025,429.4980355
55.96,149.4743193,439.233759
55.97,148.1437325,460.8723546
55.98,144.0663882,479.2275207
55.99,137.3114395,523.3666909
56,128.1464446,540.9560363
56.01,117.0481859,560.666158
56.02,104.6865235,585.5396676
56.03,91.92919695,595.7062428
56.04,79.86215568,608.9248901
56.05,69.71526104,611.062393
56.06,62.52885794,615.3032598
56.07,58.57243277,617.0337847
56.08,57.24542952,616.0146754
56.09,57.686677,616.6302729
56.1,59.27545248,609.9088584
56.11,61.70071771,609.1490048
56.12,64.84321765,600.6079513
56.13,68.69045143,593.5681042
56.14,73.27208771,585.5839762
56.15,78.62548213,568.0608347
56.16,84.77366562,557.4567988
56.17,91.69260223,537.0452866
56.18,99.30069625,520.9201204
56.19,107.4351031,498.3401273
56.2,115.8494769,481.9284836
56.21,124.2079358,460.7808065
56.22,132.0992574,442.3589279
56.23,139.0541985,430.9388543
56.24,144.5767735,425.2556824
56.25,148.1870194,420.4698067
56.26,149.4746051,442.5571885
56.27,148.1436279,459.667443
56.28,144.0669281,485.2810236
56.29,137.309608,503.7728093
56.3,128.1469698,546.2110805
56.31,117.0485503,564.0066664
56.32,104.6863107,583.7863348
56.33,91.92932522,596.6396463
56.34,79.86078186,600.1447283
56.35,69.71529927,611.2786737
56.36,62.52883411,615.1811442
56.37,58.57239589,616.8538562
56.38,57.24514651,614.6641419
56.39,57.68555095,611.2217836
56.4,59.27593888,612.2981735
56.41,61.69968817,603.9149288
56.42,64.84359827,602.6287384
56.43,68.69043072,593.4532414
56.44,73.27197551,584.920104
56.45,78.62622454,572.7412401
56.46,84.77357818,556.8664454
56.47,91.69334488,542.4446821
56.48,99.30141763,526.573024
56.49,107.435361,500.5184814
56.5,115.8494205,481.4178287
56.51,124.2077275,458.7575486
56.52,132.098788,437.51929
56.53,139.0536273,424.7514022
56.54,144.5766682,424.0707867
56.55,148.1877039,428.3603044
56.56,149.4734578,429.2201782
56.57,148.1441327,465.4847014
56.58,144.0669345,485.3539185
56.59,137.3103286,511.4820969
56.6,128.1464029,540.5386844
56.61,117.0483666,562.3213951
56.62,104.6857804,579.4201425
56.63,91.92922154,595.8850011
56.64,79.86195582,607.6470184
56.65,69.7154479,612.1199453
56.66,62.52896344,615.8455183
56.67,58.57242786,617.0090203
56.68,57.24615923,619.4963201
56.69,57.68681163,617.276449
56.7,59.27549928,610.1386754
56.71,61.69995832,605.2877512
56.72,64.84319745,600.5019132
56.73,68.6904576,593.6024173
56.74,73.27210595,585.6907593
56.75,78.62571182,569.5088318
56.76,84.77418172,560.9447654
56.77,91.69287898,539.0587194
56.78,99.30058768,520.0689199
56.79,107.4352792,499.8274299
56.8,115.8487552,475.3764936
56.81,124.208213,463.4715679
56.82,132.0992699,442.486995
56.83,139.0533674,421.9348884
56.84,144.5766817,424.2240677
56.85,148.1875568,426.6658703
56.86,149.4744981,441.3130415
56.87,148.1435285,458.5208923
56.88,144.0669397,485.4115757
56.89,137.3101327,509.3847315
56.9,128.1471176,547.6893983
56.91,117.0486075,564.5299931
56.92,104.6864155,584.6491241
56.93,91.92972708,599.5675061
56.94,79.86152141,604.8705801
56.95,69.71531393,611.3613606
56.96,62.52876539,614.8270639
56.97,58.57240234,616.8852858
56.98,57.24525301,615.1727621
56.99,57.68525518,609.8014878
57,59.27511199,608.2349722
57.01,61.70052036,608.1461362
57.02,64.84356155,602.4336032
57.03,68.69043157,593.4575443
57.04,73.27191727,584.5758569
57.05,78.62615905,572.3293287
57.06,84.77347362,556.1594529
57.07,91.69322658,541.5845039
57.08,99.30162635,528.2075856
57.09,107.4354198,501.0152942
57.1,115.8494861,482.0126432
57.11,124.2070686,452.3598013
57.12,132.0991614,441.3698207
57.13,139.0542039,430.9984762
57.14,144.5766111,423.4277579
57.15,148.1876901,428.2008986
57.16,149.4737833,433.0027067
57.17,148.1443303,467.7610356
57.18,144.0669334,485.3406526
57.19,137.310303,511.2073914
57.2,128.1460266,536.7751694
57.21,117.0484841,563.3999776
57.22,104.6859591,580.8917702
57.23,91.92912188,595.1589691
57.24,79.86166795,605.8067194
57.25,69.71570194,613.5562093
57.26,62.52915245,616.8172384
57.27,58.57154525,612.7170172
57.28,57.2454557,616.1391014
57.29,57.68621906,614.4302361
57.3,59.27598505,612.5255567
57.31,61.69987723,604.8751799
57.32,64.84327008,600.8871232
57.33,68.69121344,597.8231568
57.34,73.27114536,580.0104437
57.35,78.62587174,570.5169904
57.36,84.77438514,562.3183568
57.37,91.69295181,539.5878109
57.38,99.29982862,514.1210473
57.39,107.4353097,500.0859206
57.4,115.8490212,477.7932717
57.41,124.2083484,464.7854303
57.42,132.0992793,442.5836684
57.43,139.0534424,422.747255
57.44,144.5768251,425.8368169
57.45,148.1875829,426.9662484
57.46,149.4743683,439.8043926
57.47,148.1427073,449.0591107
57.48,144.0677536,494.5386079
57.49,137.3105616,513.9741579
57.5,128.1458134,534.6433909
57.51,117.0487571,565.9012229
57.52,104.6863243,583.8978059
57.53,91.92992583,601.0143914
57.54,79.86158676,605.2879754
57.55,69.71461865,607.4310495
57.56,62.52806475,611.2255922
57.57,58.57261939,617.9403821
57.58,57.24550808,616.3894334
57.59,57.68624972,614.5781215
57.6,59.27522392,608.784605
57.61,61.70049707,608.0273861
57.62,64.84361351,602.7105599
57.63,68.69032414,592.8574096
57.64,73.27218235,586.1428325
57.65,78.62621331,572.671073
57.66,84.77267842,550.7867157
57.67,91.69332025,542.266625
57.68,99.30058429,520.0424322
57.69,107.4355533,502.1426992
57.7,115.8493709,480.9670533
57.71,124.2067859,449.6148044
57.72,132.0992995,442.7925426
57.73,139.0541333,430.2332062
57.74,144.5757498,413.7361587
57.75,148.1880612,432.4804951
57.76,149.4743332,439.3968006
57.77,148.1436419,459.8285438
57.78,144.0668259,484.1356205
57.79,137.3103759,511.986565
57.8,128.1464882,541.3917957
57.81,117.0483078,561.7831854
57.82,104.6860337,581.5053585
57.83,91.92829365,589.1287904
57.84,79.86181575,606.7525802
57.85,69.71582213,614.2354764
57.86,62.52923484,617.2403075
57.87,58.57187381,614.3144334
57.88,57.24519372,614.8899104
57.89,57.68593204,613.0515289
57.9,59.27590303,612.1221995
57.91,61.70032582,607.1572516
57.92,64.84330728,601.0843659
57.93,68.69142126,598.9824942
57.94,73.27146179,581.881629
57.95,78.62617861,572.4523511
57.96,84.7735428,556.6271572
57.97,91.69297848,539.7814294
57.98,99.30034161,518.1404873
57.99,107.4350992,498.3070945
58,115.8490942,478.4552202
58.01,124.2077261,458.7428446
58.02,132.0988016,437.6616678
58.03,139.053958,428.3344114
58.04,144.5767869,425.4064676
58.05,148.1874852,425.8398403
58.06,149.4743716,439.8426849
58.07,148.143165,454.3321226
58.08,144.0679645,496.9019792
58.09,137.3105664,514.0253885
58.1,128.1460241,536.7496776
58.11,117.0493569,571.3985989
58.12,104.6864067,584.5776284
58.13,91.92923437,595.9788828
58.14,79.86160332,605.3935959
58.15,69.71441044,606.2539063
58.16,62.52842864,613.0956684
58.17,58.57221805,615.9893358
58.18,57.24553047,616.4960609
58.19,57.68627984,614.7224717
58.2,59.2757411,611.3271055
58.21,61.70049752,608.0295093
58.22,64.84365326,602.9210837
58.23,68.6896068,588.8527821
58.24,73.27183629,584.0972433
58.25,78.62632408,573.3692239
58.26,84.77316152,554.0505011
58.27,91.69346904,543.3476603
58.28,99.30054728,519.7521728
58.29,107.4363289,508.6918779
58.3,115.8494634,481.8080996
58.31,124.2077999,459.4608366
58.32,132.0993075,442.8741891
58.33,139.0541198,430.0863839
58.34,144.5760556,417.1767872
58.35,148.1882564,434.7301167
58.36,149.4743354,439.4222393
58.37,148.1435494,458.7619813
58.38,144.0661216,476.2394816
58.39,137.3111773,520.5623078
58.4,128.1464819,541.3295412
58.41,117.0479674,558.6639347
58.42,104.6860643,581.7569761
58.43,91.92875507,592.4874879
58.44,79.86209607,608.5442946
58.45,69.71513752,610.364711
58.46,62.52869036,614.4419141
58.47,58.57204958,615.1690482
58.48,57.24526472,615.2284079
58.49,57.68623998,614.5316446
58.5,59.27588888,612.0525046
58.51,61.7004104,607.5868902
58.52,64.84318873,600.4546106
58.53,68.69025482,592.4705721
58.54,73.27163786,582.9228563
58.55,78.62610032,571.9576566
58.56,84.77347219,556.1497988
58.57,91.69261061,537.1066157
58.58,99.30078276,521.598454
58.59,107.434958,497.1150649
58.6,115.8491212,478.7003735
58.61,124.2074456,456.0194192
58.62,132.0988471,438.1302298
58.63,139.0540016,428.8067865
58.64,144.5766576,423.9514532
58.65,148.1866622,416.3526994
58.66,149.4751079,448.4029543
58.67,148.1436731,460.1885442
58.68,144.0667136,482.8764146
58.69,137.3105092,513.4132134
58.7,128.146181,538.3194359
58.71,117.0491108,569.1422241
58.72,104.6865198,585.5092765
58.73,91.92914134,595.3009316
58.74,79.86094599,601.1932709
58.75,69.71539801,611.837346
58.76,62.52860402,613.9970578
58.77,58.57227386,616.2604812
58.78,57.24554317,616.5577638
58.79,57.68629154,614.778502
58.8,59.27577575,611.4969818
